,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
82900,2008,1,28,1,1341.0,1320,1426.0,1425,WN,2553,N484WN,105.0,125.0,96.0,1.0,21.0,PHX,SJC,621,3.0,6.0,0,N,0,,,,,
82902,2008,1,28,1,1933.0,1915,2106.0,2050,WN,368,N258WN,93.0,95.0,78.0,16.0,18.0,PHX,SLC,507,8.0,7.0,0,N,0,0.0,0.0,0.0,0.0,16.0
82906,2008,1,28,1,1643.0,1630,1816.0,1805,WN,1573,N754SW,93.0,95.0,76.0,11.0,13.0,PHX,SLC,507,7.0,10.0,0,N,0,,,,,
82907,2008,1,28,1,1616.0,1530,1740.0,1705,WN,1946,N611SW,84.0,95.0,72.0,35.0,46.0,PHX,SLC,507,3.0,9.0,0,N,0,0.0,20.0,0.0,0.0,15.0
82908,2008,1,28,1,2325.0,2210,55.0,2340,WN,2551,N745SW,90.0,90.0,80.0,75.0,75.0,PHX,SLC,507,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,75.0
82909,2008,1,28,1,1530.0,1350,1650.0,1525,WN,2973,N781WN,80.0,95.0,70.0,85.0,100.0,PHX,SLC,507,4.0,6.0,0,N,0,0.0,0.0,82.0,0.0,3.0
82910,2008,1,28,1,2012.0,1955,2115.0,2055,WN,1476,N347SW,123.0,120.0,107.0,20.0,17.0,PHX,SMF,647,3.0,13.0,0,N,0,0.0,0.0,3.0,0.0,17.0
82914,2008,1,28,1,2202.0,2135,2252.0,2235,WN,2627,N523SW,110.0,120.0,99.0,17.0,27.0,PHX,SMF,647,5.0,6.0,0,N,0,2.0,0.0,0.0,0.0,15.0
82915,2008,1,28,1,1711.0,1645,1811.0,1745,WN,3398,N736SA,120.0,120.0,108.0,26.0,26.0,PHX,SMF,647,5.0,7.0,0,N,0,0.0,0.0,0.0,0.0,26.0
82916,2008,1,28,1,1404.0,1350,1457.0,1450,WN,3406,N433LV,113.0,120.0,102.0,7.0,14.0,PHX,SMF,647,4.0,7.0,0,N,0,,,,,
82918,2008,1,28,1,2201.0,2155,2219.0,2210,WN,185,N755SA,78.0,75.0,65.0,9.0,6.0,PHX,SNA,338,7.0,6.0,0,N,0,,,,,
82922,2008,1,28,1,1628.0,1535,1637.0,1545,WN,1533,N790SW,69.0,70.0,58.0,52.0,53.0,PHX,SNA,338,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,52.0
82924,2008,1,28,1,1819.0,1800,1826.0,1810,WN,3132,N411WN,67.0,70.0,57.0,16.0,19.0,PHX,SNA,338,3.0,7.0,0,N,0,3.0,0.0,0.0,0.0,13.0
82926,2008,1,28,1,1854.0,1830,2216.0,2220,WN,1122,N369SW,142.0,170.0,132.0,-4.0,24.0,PHX,STL,1262,3.0,7.0,0,N,0,,,,,
82928,2008,1,28,1,2151.0,2105,110.0,100,WN,1513,N740SW,139.0,175.0,129.0,10.0,46.0,PHX,STL,1262,4.0,6.0,0,N,0,,,,,
82930,2008,1,28,1,956.0,950,1525.0,1545,WN,1060,N268WN,209.0,235.0,198.0,-20.0,6.0,PHX,TPA,1788,4.0,7.0,0,N,0,,,,,
82931,2008,1,28,1,2103.0,2035,2354.0,2350,WN,367,N355SW,111.0,135.0,102.0,4.0,28.0,PHX,TUL,935,4.0,5.0,0,N,0,,,,,
82932,2008,1,28,1,1408.0,1355,1701.0,1710,WN,1445,N771SA,113.0,135.0,105.0,-9.0,13.0,PHX,TUL,935,3.0,5.0,0,N,0,,,,,
82936,2008,1,28,1,1315.0,1305,1406.0,1415,WN,3485,N216WR,51.0,70.0,43.0,-9.0,10.0,PIT,BWI,210,2.0,6.0,0,N,0,,,,,
82939,2008,1,28,1,1055.0,1045,1249.0,1305,WN,503,N798SW,114.0,140.0,99.0,-16.0,10.0,PIT,MCO,834,6.0,9.0,0,N,0,,,,,
82955,2008,1,28,1,1345.0,1325,1643.0,1615,WN,3398,N736SA,298.0,290.0,283.0,28.0,20.0,PIT,PHX,1813,7.0,8.0,0,N,0,20.0,0.0,8.0,0.0,0.0
82957,2008,1,28,1,1009.0,955,1128.0,1140,WN,281,N258WN,139.0,165.0,126.0,-12.0,14.0,PVD,BNA,907,5.0,8.0,0,N,0,,,,,
82960,2008,1,28,1,1729.0,1650,1836.0,1810,WN,910,N663SW,67.0,80.0,52.0,26.0,39.0,PVD,BWI,328,2.0,13.0,0,N,0,0.0,0.0,0.0,0.0,26.0
82963,2008,1,28,1,1141.0,1055,1246.0,1210,WN,2003,N674AA,65.0,75.0,50.0,36.0,46.0,PVD,BWI,328,5.0,10.0,0,N,0,2.0,0.0,0.0,0.0,34.0
82964,2008,1,28,1,1250.0,1240,1353.0,1355,WN,2372,N761RR,63.0,75.0,52.0,-2.0,10.0,PVD,BWI,328,3.0,8.0,0,N,0,,,,,
82967,2008,1,28,1,1428.0,1420,1531.0,1535,WN,3178,N629SW,63.0,75.0,51.0,-4.0,8.0,PVD,BWI,328,3.0,9.0,0,N,0,,,,,
82973,2008,1,28,1,1311.0,1230,1537.0,1540,WN,1360,N226WN,146.0,190.0,133.0,-3.0,41.0,PVD,MCO,1073,6.0,7.0,0,N,0,,,,,
82974,2008,1,28,1,1513.0,1500,1741.0,1805,WN,1403,N219WN,148.0,185.0,134.0,-24.0,13.0,PVD,MCO,1073,5.0,9.0,0,N,0,,,,,
82978,2008,1,28,1,1901.0,1850,2026.0,2030,WN,967,N345SA,145.0,160.0,131.0,-4.0,11.0,PVD,MDW,842,4.0,10.0,0,N,0,,,,,
82980,2008,1,28,1,1024.0,1010,1144.0,1150,WN,1778,N701GS,140.0,160.0,126.0,-6.0,14.0,PVD,MDW,842,4.0,10.0,0,N,0,,,,,
82987,2008,1,28,1,1617.0,1555,2014.0,1950,WN,3157,N273WN,357.0,355.0,343.0,24.0,22.0,PVD,PHX,2277,5.0,9.0,0,N,0,2.0,0.0,2.0,0.0,20.0
82988,2008,1,28,1,1952.0,1945,2234.0,2300,WN,390,N207WN,162.0,195.0,150.0,-26.0,7.0,PVD,TPA,1137,4.0,8.0,0,N,0,,,,,
82996,2008,1,28,1,853.0,845,958.0,945,WN,542,N437WN,65.0,60.0,47.0,13.0,8.0,RDU,BWI,255,9.0,9.0,0,N,0,,,,,
82998,2008,1,28,1,2103.0,2050,2156.0,2145,WN,1110,N623SW,53.0,55.0,44.0,11.0,13.0,RDU,BWI,255,3.0,6.0,0,N,0,,,,,
83000,2008,1,28,1,1119.0,1045,1218.0,1140,WN,2814,N362SW,59.0,55.0,46.0,38.0,34.0,RDU,BWI,255,3.0,10.0,0,N,0,0.0,0.0,4.0,0.0,34.0
83003,2008,1,28,1,1716.0,1710,1934.0,1925,WN,442,N418WN,318.0,315.0,301.0,9.0,6.0,RDU,LAS,2027,4.0,13.0,0,N,0,,,,,
83017,2008,1,28,1,1344.0,1335,1455.0,1450,WN,3745,N637SW,71.0,75.0,61.0,5.0,9.0,RDU,PHL,336,4.0,6.0,0,N,0,,,,,
83019,2008,1,28,1,1256.0,1245,1433.0,1440,WN,447,N699SW,97.0,115.0,84.0,-7.0,11.0,RDU,TPA,587,5.0,8.0,0,N,0,,,,,
83022,2008,1,28,1,1829.0,1745,2037.0,1950,WN,1117,N327SW,68.0,65.0,57.0,47.0,44.0,RNO,BOI,335,3.0,8.0,0,N,0,20.0,0.0,3.0,0.0,24.0
83023,2008,1,28,1,846.0,755,1049.0,1000,WN,1234,N454WN,63.0,65.0,49.0,49.0,51.0,RNO,BOI,335,4.0,10.0,0,N,0,8.0,0.0,0.0,0.0,41.0
83024,2008,1,28,1,1321.0,1310,1523.0,1515,WN,1653,N341SW,62.0,65.0,51.0,8.0,11.0,RNO,BOI,335,2.0,9.0,0,N,0,,,,,
83025,2008,1,28,1,741.0,725,850.0,840,WN,467,N231WN,69.0,75.0,54.0,10.0,16.0,RNO,LAS,345,5.0,10.0,0,N,0,,,,,
83026,2008,1,28,1,1245.0,1235,1354.0,1350,WN,622,N232WN,69.0,75.0,57.0,4.0,10.0,RNO,LAS,345,3.0,9.0,0,N,0,,,,,
83027,2008,1,28,1,1525.0,1450,1634.0,1600,WN,878,N659SW,69.0,70.0,51.0,34.0,35.0,RNO,LAS,345,9.0,9.0,0,N,0,0.0,0.0,18.0,0.0,16.0
83028,2008,1,28,1,1716.0,1645,1821.0,1755,WN,962,N373SW,65.0,70.0,49.0,26.0,31.0,RNO,LAS,345,6.0,10.0,0,N,0,7.0,0.0,0.0,0.0,19.0
83030,2008,1,28,1,1412.0,1355,1529.0,1510,WN,1230,N278WN,77.0,75.0,58.0,19.0,17.0,RNO,LAS,345,9.0,10.0,0,N,0,0.0,0.0,13.0,0.0,6.0
83031,2008,1,28,1,635.0,620,804.0,735,WN,1284,N448WN,89.0,75.0,55.0,29.0,15.0,RNO,LAS,345,3.0,31.0,0,N,0,15.0,0.0,14.0,0.0,0.0
83033,2008,1,28,1,924.0,900,1059.0,1010,WN,1525,N449WN,95.0,70.0,66.0,49.0,24.0,RNO,LAS,345,4.0,25.0,0,N,0,9.0,0.0,25.0,0.0,15.0
83034,2008,1,28,1,1231.0,1130,1333.0,1240,WN,1621,N783SW,62.0,70.0,52.0,53.0,61.0,RNO,LAS,345,4.0,6.0,0,N,0,9.0,0.0,0.0,0.0,44.0
83035,2008,1,28,1,1730.0,1615,1843.0,1725,WN,2464,N745SW,73.0,70.0,54.0,78.0,75.0,RNO,LAS,345,8.0,11.0,0,N,0,0.0,0.0,11.0,0.0,67.0
83037,2008,1,28,1,1846.0,1830,1955.0,1940,WN,3771,N738CB,69.0,70.0,54.0,15.0,16.0,RNO,LAS,345,6.0,9.0,0,N,0,6.0,0.0,0.0,0.0,9.0
83038,2008,1,28,1,707.0,700,829.0,820,WN,728,N276WN,82.0,80.0,62.0,9.0,7.0,RNO,LAX,390,7.0,13.0,0,N,0,,,,,
83039,2008,1,28,1,1256.0,1245,1414.0,1405,WN,1093,N646SW,78.0,80.0,61.0,9.0,11.0,RNO,LAX,390,7.0,10.0,0,N,0,,,,,
83040,2008,1,28,1,1938.0,1850,2052.0,2015,WN,1516,N734SA,74.0,85.0,58.0,37.0,48.0,RNO,LAX,390,5.0,11.0,0,N,0,5.0,0.0,0.0,0.0,32.0
83041,2008,1,28,1,1037.0,1025,1609.0,1615,WN,142,N472WN,212.0,230.0,192.0,-6.0,12.0,RNO,MDW,1680,4.0,16.0,0,N,0,,,,,
83042,2008,1,28,1,719.0,650,818.0,750,WN,989,N412WN,59.0,60.0,43.0,28.0,29.0,RNO,OAK,180,6.0,10.0,0,N,0,28.0,0.0,0.0,0.0,0.0
83043,2008,1,28,1,1841.0,1835,1939.0,1930,WN,1685,N708SA,58.0,55.0,40.0,9.0,6.0,RNO,OAK,180,10.0,8.0,0,N,0,,,,,
83044,2008,1,28,1,1112.0,1015,1217.0,1115,WN,3153,N703SW,65.0,60.0,42.0,62.0,57.0,RNO,OAK,180,7.0,16.0,0,N,0,6.0,0.0,5.0,0.0,51.0
83045,2008,1,28,1,1624.0,1435,1714.0,1530,WN,3492,N372SW,50.0,55.0,37.0,104.0,109.0,RNO,OAK,180,5.0,8.0,0,N,0,7.0,0.0,0.0,0.0,97.0
83046,2008,1,28,1,1218.0,1145,1347.0,1315,WN,1668,N305SW,89.0,90.0,79.0,32.0,33.0,RNO,PDX,444,2.0,8.0,0,N,0,5.0,0.0,0.0,0.0,27.0
83048,2008,1,28,1,2120.0,2030,2241.0,2200,WN,3420,N481WN,81.0,90.0,69.0,41.0,50.0,RNO,PDX,444,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,41.0
83050,2008,1,28,1,1429.0,1305,1658.0,1545,WN,459,N777QC,89.0,100.0,77.0,73.0,84.0,RNO,PHX,601,4.0,8.0,0,N,0,13.0,0.0,0.0,0.0,60.0
83051,2008,1,28,1,937.0,855,1226.0,1140,WN,1664,N746SW,109.0,105.0,82.0,46.0,42.0,RNO,PHX,601,5.0,22.0,0,N,0,12.0,0.0,4.0,0.0,30.0
83052,2008,1,28,1,1847.0,1735,2123.0,2015,WN,3421,N490WN,96.0,100.0,79.0,68.0,72.0,RNO,PHX,601,6.0,11.0,0,N,0,12.0,0.0,0.0,0.0,56.0
83054,2008,1,28,1,823.0,810,950.0,935,WN,3419,N608SW,87.0,85.0,72.0,15.0,13.0,RNO,SAN,488,3.0,12.0,0,N,0,13.0,0.0,2.0,0.0,0.0
83055,2008,1,28,1,713.0,700,916.0,850,WN,941,N351SW,123.0,110.0,90.0,26.0,13.0,RNO,SEA,564,9.0,24.0,0,N,0,13.0,0.0,13.0,0.0,0.0
83058,2008,1,28,1,935.0,910,1039.0,1010,WN,3394,N677AA,64.0,60.0,45.0,29.0,25.0,RNO,SJC,188,1.0,18.0,0,N,0,25.0,0.0,4.0,0.0,0.0
83059,2008,1,28,1,1136.0,1115,1238.0,1215,WN,3661,N660SW,62.0,60.0,48.0,23.0,21.0,RNO,SJC,188,3.0,11.0,0,N,0,21.0,0.0,2.0,0.0,0.0
83061,2008,1,28,1,1342.0,1225,1603.0,1445,WN,2374,N619SW,81.0,80.0,70.0,78.0,77.0,RNO,SLC,422,3.0,8.0,0,N,0,0.0,0.0,42.0,0.0,36.0
83073,2008,1,28,1,1457.0,1450,1725.0,1730,WN,1196,N209WN,88.0,100.0,76.0,-5.0,7.0,SAN,ABQ,628,4.0,8.0,0,N,0,,,,,
83074,2008,1,28,1,1959.0,1950,2227.0,2230,WN,1470,N683SW,88.0,100.0,76.0,-3.0,9.0,SAN,ABQ,628,5.0,7.0,0,N,0,,,,,
83075,2008,1,28,1,1018.0,1000,1249.0,1245,WN,3419,N608SW,91.0,105.0,74.0,4.0,18.0,SAN,ABQ,628,3.0,14.0,0,N,0,,,,,
83077,2008,1,28,1,1641.0,1610,2106.0,2050,WN,1321,N454WN,145.0,160.0,126.0,16.0,31.0,SAN,AUS,1164,5.0,14.0,0,N,0,0.0,0.0,0.0,0.0,16.0
83079,2008,1,28,1,1649.0,1510,2207.0,2050,WN,1689,N720WN,198.0,220.0,184.0,77.0,99.0,SAN,BNA,1751,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,77.0
83081,2008,1,28,1,1306.0,1235,2023.0,2020,WN,2787,N297WN,257.0,285.0,242.0,3.0,31.0,SAN,BWI,2295,4.0,11.0,0,N,0,,,,,
83082,2008,1,28,1,1409.0,1355,1638.0,1635,WN,3516,N360SW,89.0,100.0,74.0,3.0,14.0,SAN,ELP,636,4.0,11.0,0,N,0,,,,,
83083,2008,1,28,1,1306.0,1300,1751.0,1755,WN,351,N222WN,165.0,175.0,151.0,-4.0,6.0,SAN,HOU,1312,5.0,9.0,0,N,0,,,,,
83084,2008,1,28,1,1557.0,1545,1709.0,1655,WN,1099,N498WN,72.0,70.0,52.0,14.0,12.0,SAN,LAS,258,10.0,10.0,0,N,0,,,,,
83088,2008,1,28,1,830.0,820,939.0,930,WN,1554,N799SW,69.0,70.0,54.0,9.0,10.0,SAN,LAS,258,5.0,10.0,0,N,0,,,,,
83089,2008,1,28,1,1809.0,1720,1913.0,1830,WN,1626,N382SW,64.0,70.0,50.0,43.0,49.0,SAN,LAS,258,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,43.0
83092,2008,1,28,1,1128.0,1055,1241.0,1205,WN,2627,N523SW,73.0,70.0,58.0,36.0,33.0,SAN,LAS,258,4.0,11.0,0,N,0,0.0,0.0,36.0,0.0,0.0
83099,2008,1,28,1,805.0,755,1243.0,1300,WN,1863,N729SW,158.0,185.0,141.0,-17.0,10.0,SAN,MCI,1333,5.0,12.0,0,N,0,,,,,
83100,2008,1,28,1,1337.0,1320,1900.0,1915,WN,1141,N234WN,203.0,235.0,184.0,-15.0,17.0,SAN,MDW,1728,7.0,12.0,0,N,0,,,,,
83101,2008,1,28,1,956.0,950,1534.0,1545,WN,1622,N772SW,218.0,235.0,191.0,-11.0,6.0,SAN,MDW,1728,5.0,22.0,0,N,0,,,,,
83102,2008,1,28,1,1940.0,1910,103.0,55,WN,2200,N903WN,203.0,225.0,183.0,8.0,30.0,SAN,MDW,1728,3.0,17.0,0,N,0,,,,,
83106,2008,1,28,1,1930.0,1840,2056.0,2010,WN,126,N308SA,86.0,90.0,69.0,46.0,50.0,SAN,OAK,446,5.0,12.0,0,N,0,3.0,0.0,0.0,0.0,43.0
83112,2008,1,28,1,1557.0,1545,1722.0,1715,WN,1424,N279WN,85.0,90.0,68.0,7.0,12.0,SAN,OAK,446,5.0,12.0,0,N,0,,,,,
83115,2008,1,28,1,1146.0,1130,1312.0,1300,WN,1536,N204WN,86.0,90.0,69.0,12.0,16.0,SAN,OAK,446,5.0,12.0,0,N,0,,,,,
83117,2008,1,28,1,2058.0,2000,2219.0,2130,WN,2033,N611SW,81.0,90.0,68.0,49.0,58.0,SAN,OAK,446,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,49.0
83119,2008,1,28,1,1315.0,1230,1444.0,1400,WN,2612,N326SW,89.0,90.0,72.0,44.0,45.0,SAN,OAK,446,4.0,13.0,0,N,0,2.0,0.0,0.0,0.0,42.0
83120,2008,1,28,1,1515.0,1505,1643.0,1635,WN,3230,N395SW,88.0,90.0,75.0,8.0,10.0,SAN,OAK,446,5.0,8.0,0,N,0,,,,,
83121,2008,1,28,1,832.0,805,1001.0,935,WN,3329,N386SW,89.0,90.0,72.0,26.0,27.0,SAN,OAK,446,5.0,12.0,0,N,0,7.0,0.0,0.0,0.0,19.0
83123,2008,1,28,1,1417.0,1355,1624.0,1605,WN,174,N476WN,67.0,70.0,51.0,19.0,22.0,SAN,PHX,304,7.0,9.0,0,N,0,19.0,0.0,0.0,0.0,0.0
83128,2008,1,28,1,1950.0,1940,2202.0,2150,WN,1294,N656SW,72.0,70.0,54.0,12.0,10.0,SAN,PHX,304,6.0,12.0,0,N,0,,,,,
83129,2008,1,28,1,1131.0,1120,1336.0,1330,WN,1445,N433LV,65.0,70.0,49.0,6.0,11.0,SAN,PHX,304,5.0,11.0,0,N,0,,,,,
83131,2008,1,28,1,1547.0,1505,1752.0,1715,WN,2006,N400WN,65.0,70.0,50.0,37.0,42.0,SAN,PHX,304,3.0,12.0,0,N,0,0.0,0.0,0.0,0.0,37.0
83136,2008,1,28,1,1025.0,1005,1237.0,1215,WN,3595,N656SW,72.0,70.0,51.0,22.0,20.0,SAN,PHX,304,7.0,14.0,0,N,0,0.0,0.0,15.0,0.0,7.0
83137,2008,1,28,1,1016.0,955,1148.0,1120,WN,1668,N305SW,92.0,85.0,75.0,28.0,21.0,SAN,RNO,488,3.0,14.0,0,N,0,11.0,0.0,7.0,0.0,10.0
83138,2008,1,28,1,1929.0,1845,2101.0,2010,WN,3420,N481WN,92.0,85.0,73.0,51.0,44.0,SAN,RNO,488,3.0,16.0,0,N,0,0.0,0.0,7.0,0.0,44.0
83143,2008,1,28,1,1249.0,1230,1418.0,1400,WN,1594,N349SW,89.0,90.0,72.0,18.0,19.0,SAN,SFO,447,5.0,12.0,0,N,0,0.0,0.0,0.0,0.0,18.0
83146,2008,1,28,1,1130.0,1120,1306.0,1250,WN,3056,N395SW,96.0,90.0,73.0,16.0,10.0,SAN,SFO,447,5.0,18.0,0,N,0,0.0,0.0,6.0,0.0,10.0
83148,2008,1,28,1,726.0,715,842.0,835,WN,142,N472WN,76.0,80.0,66.0,7.0,11.0,SAN,SJC,417,2.0,8.0,0,N,0,,,,,
83151,2008,1,28,1,1016.0,955,1137.0,1115,WN,1380,N234WN,81.0,80.0,66.0,22.0,21.0,SAN,SJC,417,3.0,12.0,0,N,0,0.0,0.0,1.0,0.0,21.0
83153,2008,1,28,1,1158.0,1140,1322.0,1305,WN,2704,N342SW,84.0,85.0,66.0,17.0,18.0,SAN,SJC,417,2.0,16.0,0,N,0,0.0,0.0,0.0,0.0,17.0
83154,2008,1,28,1,1311.0,1305,1429.0,1425,WN,3163,N283WN,78.0,80.0,64.0,4.0,6.0,SAN,SJC,417,2.0,12.0,0,N,0,,,,,
83158,2008,1,28,1,1318.0,1310,1450.0,1445,WN,245,N406WN,92.0,95.0,77.0,5.0,8.0,SAN,SMF,480,4.0,11.0,0,N,0,,,,,
83160,2008,1,28,1,1134.0,1115,1309.0,1250,WN,483,N468WN,95.0,95.0,79.0,19.0,19.0,SAN,SMF,480,4.0,12.0,0,N,0,8.0,0.0,0.0,0.0,11.0
83161,2008,1,28,1,838.0,830,1013.0,1005,WN,485,N647SW,95.0,95.0,78.0,8.0,8.0,SAN,SMF,480,4.0,13.0,0,N,0,,,,,
83162,2008,1,28,1,1728.0,1700,1905.0,1830,WN,1231,N394SW,97.0,90.0,82.0,35.0,28.0,SAN,SMF,480,7.0,8.0,0,N,0,0.0,0.0,7.0,0.0,28.0
83163,2008,1,28,1,1414.0,1405,1547.0,1535,WN,1337,N622SW,93.0,90.0,80.0,12.0,9.0,SAN,SMF,480,3.0,10.0,0,N,0,,,,,
83165,2008,1,28,1,1259.0,1155,1431.0,1330,WN,1766,N236WN,92.0,95.0,75.0,61.0,64.0,SAN,SMF,480,5.0,12.0,0,N,0,0.0,0.0,0.0,0.0,61.0
83166,2008,1,28,1,1607.0,1555,1742.0,1725,WN,2031,N424WN,95.0,90.0,75.0,17.0,12.0,SAN,SMF,480,5.0,15.0,0,N,0,0.0,0.0,5.0,0.0,12.0
83167,2008,1,28,1,1938.0,1930,2112.0,2105,WN,2372,N761RR,94.0,95.0,77.0,7.0,8.0,SAN,SMF,480,5.0,12.0,0,N,0,,,,,
83169,2008,1,28,1,1814.0,1805,1941.0,1935,WN,2537,N244WN,87.0,90.0,74.0,6.0,9.0,SAN,SMF,480,4.0,9.0,0,N,0,,,,,
83170,2008,1,28,1,1038.0,1005,1213.0,1140,WN,3429,N360SW,95.0,95.0,79.0,33.0,33.0,SAN,SMF,480,3.0,13.0,0,N,0,0.0,0.0,0.0,0.0,33.0
83172,2008,1,28,1,908.0,900,1114.0,1110,WN,829,N679AA,66.0,70.0,53.0,4.0,8.0,SAN,TUS,367,2.0,11.0,0,N,0,,,,,
83173,2008,1,28,1,1152.0,1145,1404.0,1355,WN,1451,N683SW,72.0,70.0,52.0,9.0,7.0,SAN,TUS,367,2.0,18.0,0,N,0,,,,,
83174,2008,1,28,1,2122.0,1955,2324.0,2205,WN,1597,N736SA,62.0,70.0,53.0,79.0,87.0,SAN,TUS,367,2.0,7.0,0,N,0,0.0,0.0,0.0,0.0,79.0
83175,2008,1,28,1,1007.0,955,1211.0,1200,WN,1328,N614SW,124.0,125.0,105.0,11.0,12.0,SAT,BNA,822,6.0,13.0,0,N,0,,,,,
83182,2008,1,28,1,1223.0,1155,1320.0,1250,WN,1322,N604SW,57.0,55.0,45.0,30.0,28.0,SAT,DAL,248,4.0,8.0,0,N,0,2.0,0.0,2.0,0.0,26.0
83184,2008,1,28,1,2029.0,1945,2126.0,2040,WN,1348,N633SW,57.0,55.0,46.0,46.0,44.0,SAT,DAL,248,3.0,8.0,0,N,0,0.0,0.0,2.0,0.0,44.0
83188,2008,1,28,1,1602.0,1545,1702.0,1640,WN,1664,N746SW,60.0,55.0,50.0,22.0,17.0,SAT,DAL,248,2.0,8.0,0,N,0,0.0,0.0,5.0,0.0,17.0
83191,2008,1,28,1,1430.0,1415,1537.0,1510,WN,2893,N348SW,67.0,55.0,51.0,27.0,15.0,SAT,DAL,248,4.0,12.0,0,N,0,0.0,0.0,12.0,0.0,15.0
83204,2008,1,28,1,1035.0,1010,1131.0,1055,WN,1465,N429WN,56.0,45.0,38.0,36.0,25.0,SAT,HOU,192,5.0,13.0,0,N,0,3.0,0.0,11.0,0.0,22.0
83211,2008,1,28,1,1548.0,1515,1700.0,1615,WN,3234,N496WN,192.0,180.0,175.0,45.0,33.0,SAT,LAS,1069,4.0,13.0,0,N,0,0.0,0.0,12.0,0.0,33.0
83226,2008,1,28,1,2123.0,2100,2244.0,2225,WN,1471,N398SW,81.0,85.0,66.0,19.0,23.0,SDF,BWI,495,9.0,6.0,0,N,0,0.0,0.0,0.0,0.0,19.0
83232,2008,1,28,1,1014.0,950,1202.0,1155,WN,1323,N685SW,108.0,125.0,93.0,7.0,24.0,SDF,MCO,718,8.0,7.0,0,N,0,,,,,
83244,2008,1,28,1,703.0,650,1038.0,1035,WN,1295,N217JC,155.0,165.0,144.0,3.0,13.0,SEA,ABQ,1180,3.0,8.0,0,N,0,,,,,
83245,2008,1,28,1,1551.0,1450,1924.0,1835,WN,2038,N468WN,153.0,165.0,135.0,49.0,61.0,SEA,ABQ,1180,5.0,13.0,0,N,0,49.0,0.0,0.0,0.0,0.0
83249,2008,1,28,1,1225.0,1210,1440.0,1425,WN,3514,N786SW,75.0,75.0,59.0,15.0,15.0,SEA,BOI,399,3.0,13.0,0,N,0,1.0,0.0,0.0,0.0,14.0
83250,2008,1,28,1,943.0,915,1316.0,1255,WN,217,N351SW,153.0,160.0,136.0,21.0,28.0,SEA,DEN,1024,7.0,10.0,0,N,0,1.0,0.0,0.0,0.0,20.0
83251,2008,1,28,1,647.0,635,1015.0,1015,WN,894,N496WN,148.0,160.0,130.0,0.0,12.0,SEA,DEN,1024,8.0,10.0,0,N,0,,,,,
83253,2008,1,28,1,2110.0,1945,32.0,2325,WN,2441,N265WN,142.0,160.0,121.0,67.0,85.0,SEA,DEN,1024,6.0,15.0,0,N,0,0.0,0.0,0.0,0.0,67.0
83254,2008,1,28,1,936.0,905,1028.0,1000,WN,459,N777QC,52.0,55.0,37.0,28.0,31.0,SEA,GEG,224,6.0,9.0,0,N,0,28.0,0.0,0.0,0.0,0.0
83257,2008,1,28,1,1615.0,1555,1708.0,1650,WN,1536,N204WN,53.0,55.0,38.0,18.0,20.0,SEA,GEG,224,3.0,12.0,0,N,0,14.0,0.0,0.0,0.0,4.0
83258,2008,1,28,1,653.0,635,905.0,900,WN,1201,N669SW,132.0,145.0,119.0,5.0,18.0,SEA,LAS,866,3.0,10.0,0,N,0,,,,,
83261,2008,1,28,1,1547.0,1445,1752.0,1710,WN,3751,N711HK,125.0,145.0,105.0,42.0,62.0,SEA,LAS,866,7.0,13.0,0,N,0,0.0,13.0,0.0,0.0,29.0
83263,2008,1,28,1,730.0,720,1324.0,1315,WN,259,N648SW,234.0,235.0,217.0,9.0,10.0,SEA,MDW,1733,6.0,11.0,0,N,0,,,,,
83265,2008,1,28,1,1424.0,1320,2014.0,1910,WN,3224,N461WN,230.0,230.0,211.0,64.0,64.0,SEA,MDW,1733,5.0,14.0,0,N,0,64.0,0.0,0.0,0.0,0.0
83267,2008,1,28,1,2154.0,2110,2347.0,2315,WN,465,N695SW,113.0,125.0,96.0,32.0,44.0,SEA,OAK,671,5.0,12.0,0,N,0,26.0,0.0,0.0,0.0,6.0
83272,2008,1,28,1,855.0,845,1041.0,1050,WN,1561,N607SW,106.0,125.0,90.0,-9.0,10.0,SEA,OAK,671,5.0,11.0,0,N,0,,,,,
83273,2008,1,28,1,2016.0,1925,2204.0,2130,WN,2786,N326SW,108.0,125.0,94.0,34.0,51.0,SEA,OAK,671,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,34.0
83274,2008,1,28,1,1258.0,1215,1631.0,1605,WN,844,N410WN,153.0,170.0,134.0,26.0,43.0,SEA,PHX,1107,5.0,14.0,0,N,0,0.0,0.0,0.0,0.0,26.0
83278,2008,1,28,1,1857.0,1850,2020.0,2030,WN,3253,N752SW,83.0,100.0,69.0,-10.0,7.0,SEA,RNO,564,2.0,12.0,0,N,0,,,,,
